Xで | Yが | つかぬ
Xは | Yせられる -> ものであるから | 加える
Xは | Yであるから | 加える
Xは | Yの -> 前途有望なりと -> 見てとって | 加える
Xは | YYなりと -> 見てとって | 加える
Xは | Yは | 加える
Xは | Y -> 手が -> すいて -> おれば | 加える
Xは | Yが -> すいて -> おれば | 加える
Xは | Yに -> 向って | 加える
Xは | Yを | 加える
Xの | Yは | ある
Xの | YYYのYに | ある
Xの | Yの -> 念の -> 髯を -> 蓄えるに | ある
Xの | Yの -> 髯を -> 蓄えるに | ある
Xの | Yな -> 髯を -> 蓄えるに | ある
Xの | Yを -> 蓄えるに | ある
Xだから | Yが -> 横向であろうとも | 引っ張り上げる
Xだから | YYであろうとも | 引っ張り上げる
Xだから | Yであろうとも -> なく -> 握っては | 引っ張り上げる
Xだから | Y -> なく -> 握っては | 引っ張り上げる
Xだから | YYYと -> からげに -> 握っては | 引っ張り上げる
Xだから | Yの -> 方へ | 引っ張り上げる
Xだから | Yへ | 引っ張り上げる
Xも | Yであろう | ある
Xも | Y -> 主人すら | ある
Xも | Yすら | ある
Xも | Yも | ある
Xでも | Yで | 扱き上げる
Xでも | Yかに | 扱き上げる
Xから | Yの -> 知れない -> 道楽のようであるが | 心得ている
Xから | YのYであるが | 心得ている
Xから | YYだけは | 心得ている
Xから | Yの -> 事と | 心得ている
Xから | Yと | 心得ている
XXが | Yに -> 撓めて -> 見給えと -> 誇るような -> もので -> 非難すべき -> 理由は | ない
XXが | Yの -> 本性を -> 撓めて -> 見給えと -> 誇るような -> もので -> 非難すべき -> 理由は | ない
XXが | Yを -> 撓めて -> 見給えと -> 誇るような -> もので -> 非難すべき -> 理由は | ない
XXが | Yの -> 手柄を -> 見給えと -> 誇るような -> もので -> 非難すべき -> 理由は | ない
XXが | Yを -> 見給えと -> 誇るような -> もので -> 非難すべき -> 理由は | ない
XXが | 誇るYな -> もので -> 非難すべき -> 理由は | ない
XXが | Yで -> 非難すべき -> 理由は | ない
XXが | Yすべき -> 理由は | ない
XXが | Yは | ない
Xが | Yの -> 熱誠を -> もって -> 調練していると -> 参りましたと | 出した
Xが | Yを -> もって -> 調練していると -> 参りましたと | 出した
Xが | Yを -> 調練していると -> 参りましたと | 出した
Xが | Yしていると -> 参りましたと | 出した
Xが | Yから -> 参りましたと | 出した
Xが | YYの -> 御三が -> 参りましたと | 出した
Xが | 御Yが -> 参りましたと | 出した
Xが | Yが -> 参りましたと | 出した
Xが | Yのごとく | 出した
Xが | Yを | 出した
Xが | Yの -> 中へ | 出した
Xが | Yへ | 出した
Xに | Yを -> つかみ -> 持った -> 主人は | 振りかえる
Xに | Yに -> 持った -> 主人は | 振りかえる
Xに | Yを -> 持った -> 主人は | 振りかえる
Xに | Yは | 振りかえる
Xに | Yの -> 方を | 振りかえる
Xに | Yを | 振りかえる
Xの | Yの -> 尾に -> 命じたような -> 髯を -> 見るや | 笑った
Xの | Yに -> 命じたような -> 髯を -> 見るや | 笑った
Xの | Yか -> 命じたような -> 髯を -> 見るや | 笑った
Xの | Yを -> 命じたような -> 髯を -> 見るや | 笑った
Xの | 命じたYな -> 髯を -> 見るや | 笑った
Xの | Yを -> 見るや | 笑った
Xの | Yや -> 御多角は | 笑った
Xの | 御Yは | 笑った
Xの | Yへ -> 引き戻して | 笑った
Xの | Yと -> 御釜の -> 蓋へ -> もたして | 笑った
Xの | Yの -> 蓋へ -> もたして | 笑った
Xの | Yへ -> もたして | 笑った
Xの | Yを -> もたして | 笑った
Xは | Yな | ものである
Xを | Yを | 取り上げた
第XXは | YYで | 並べてある
第XXは | Yが | 並べてある
X愈 | 御YYYYすれば | 候敬具
X愈 | YYの -> 戦役は | 候敬具
X愈 | Yは | 候敬具
X愈 | YYの -> 勢に -> 乗じて -> 告げ | 候敬具
X愈 | Yに -> 乗じて -> 告げ | 候敬具
X愈 | YYを -> 告げ | 候敬具
X愈 | YYYなる -> 将士は | 候敬具
X愈 | Yは | 候敬具
X愈 | YYYYYに -> 奏し -> 若かん -> 曩に -> 奉じたる -> 将士は | 候敬具
X愈 | Yを -> 奏し -> 若かん -> 曩に -> 奉じたる -> 将士は | 候敬具
X愈 | Yの -> 歓喜何ものか -> 若かん -> 曩に -> 奉じたる -> 将士は | 候敬具
X愈 | YYか -> 若かん -> 曩に -> 奉じたる -> 将士は | 候敬具
X愈 | Yに -> 若かん -> 曩に -> 奉じたる -> 将士は | 候敬具
X愈 | Yに -> 奉じたる -> 将士は | 候敬具
X愈 | Yの -> 義勇公に -> 奉じたる -> 将士は | 候敬具
X愈 | YYせらるるや -> 義勇公に -> 奉じたる -> 将士は | 候敬具
X愈 | YYに -> 奉じたる -> 将士は | 候敬具
X愈 | Yは | 候敬具
X愈 | Yの -> 異境に -> 在りて -> 克く -> 寒暑の -> 苦難を -> 忍び -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yに -> 在りて -> 克く -> 寒暑の -> 苦難を -> 忍び -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yく -> 寒暑の -> 苦難を -> 忍び -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | Y暑の -> 苦難を -> 忍び -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yを -> 忍び -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | YYに -> 従事し -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yし -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yを -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yに -> 捧げたるの -> 至誠は | 候敬具
X愈 | Yは | 候敬具
X愈 | Yして -> 而して | 候敬具
X愈 | Yるべから -> 而して | 候敬具
X愈 | YYなり -> 而して | 候敬具
X愈 | Yして | 候敬具
X愈 | Yの -> 凱旋は | 候敬具
X愈 | Yは | 候敬具
X愈 | 本Yを以て -> 告げんと -> す依って -> 慰藉せんが | 候敬具
X愈 | Yん -> 告げんと -> す依って -> 慰藉せんが | 候敬具
X愈 | どYを -> 告げんと -> す依って -> 慰藉せんが | 候敬具
X愈 | Yは -> 慰藉せんが | 候敬具
X愈 | YYYYを -> 期し -> 代表し -> 慰藉せんが | 候敬具
X愈 | 本Y -> 一千有余の -> 出征将校下士卒に対し -> 代表し -> 慰藉せんが | 候敬具
X愈 | YYYの -> 出征将校下士卒に対し -> 代表し -> 慰藉せんが | 候敬具
X愈 | YYYYに対し -> 代表し -> 慰藉せんが | 候敬具
X愈 | 本YYを -> 代表し -> 慰藉せんが | 候敬具
X愈 | Yし -> 慰藉せんが | 候敬具
X愈 | Yて -> 開催し兼て -> 慰藉せんが | 候敬具
X愈 | YYYYを -> 開催し兼て -> 慰藉せんが | 候敬具
X愈 | YしYて -> 慰藉せんが | 候敬具
X愈 | YYを -> 慰藉せんが | 候敬具
X愈 | Yせんが | 候敬具
X愈 | Y -> 迎え -> 表し度就ては | 候敬具
X愈 | YYYを -> 迎え -> 表し度就ては | 候敬具
X愈 | YYの -> 微衷を -> 表し度就ては | 候敬具
X愈 | Yを -> 表し度就ては | 候敬具
X愈 | 表しYYては | 候敬具
X愈 | Yの -> 御協賛を -> 仰ぎ -> 挙行するの -> 幸を -> 得ば | 候敬具
X愈 | 御Yを -> 仰ぎ -> 挙行するの -> 幸を -> 得ば | 候敬具
X愈 | YYを -> 挙行するの -> 幸を -> 得ば | 候敬具
X愈 | Yするの -> 幸を -> 得ば | 候敬具
X愈 | Yを -> 得ば | 候敬具
X愈 | Yの -> 面目 -> 不過之と -> 存候間何卒 -> 御賛成奮って -> 義捐あらん -> ことを -> 堪えず | 候敬具
X愈 | Y -> 不過之と -> 存候間何卒 -> 御賛成奮って -> 義捐あらん -> ことを -> 堪えず | 候敬具
X愈 | 不過Yと -> 存候間何卒 -> 御賛成奮って -> 義捐あらん -> ことを -> 堪えず | 候敬具
X愈 | YYY何卒 -> 御賛成奮って -> 義捐あらん -> ことを -> 堪えず | 候敬具
X愈 | 御Y奮って -> 義捐あらん -> ことを -> 堪えず | 候敬具
X愈 | Yあらん -> ことを -> 堪えず | 候敬具
X愈 | Yを -> 堪えず | 候敬具
X愈 | YYYの -> 至に -> 堪えず | 候敬具
X愈 | Yに -> 堪えず | 候敬具
Xは | YYの -> 後 -> 巻き納めて | している
Xは | Y -> 巻き納めて | している
Xは | Yの -> 中へ -> 巻き納めて | している
Xは | Yへ -> 巻き納めて | している
Xは | Yを | している
X | YYの -> 義捐金を -> 出してから -> とられた -> とられたと -> 吹聴している | くらいである
X | YYを -> 出してから -> とられた -> とられたと -> 吹聴している | くらいである
X | YYとか -> 三円とか -> 出してから -> とられた -> とられたと -> 吹聴している | くらいである
X | YYとか -> 出してから -> とられた -> とられたと -> 吹聴している | くらいである
X | YYに -> とられた -> とられたと -> 吹聴している | くらいである
X | Yを -> とられた -> とられたと -> 吹聴している | くらいである
X | Yしている | くらいである
Xと | Yは -> もので | 極っている
Xと | Yで | 極っている
Xと | Yでないには | 極っている
Xに | あったYではあるまいし | 不穏当である
Xせず | Yにでも -> 罹ったかの -> ごとくに -> 思ってるらしい -> 主人が -> 云って -> 云って | 思われない
Xせず | ごYに -> 思ってるらしい -> 主人が -> 云って -> 云って | 思われない
Xせず | Yが -> 云って -> 云って | 思われない
Xせず | Yの -> 歓迎だと -> 云って -> 云って | 思われない
Xせず | Yだと -> 云って -> 云って | 思われない
Xせず | YYの -> 勧誘だと -> 云って | 思われない
Xせず | Yだと -> 云って | 思われない
Xせず | Yで -> 持ちかけたら -> 知らず | 思われない
Xせず | Yの -> 手紙くらいで -> 出すような -> 人間とは | 思われない
Xせず | Yくらいで -> 出すような -> 人間とは | 思われない
Xせず | Yを -> 出すような -> 人間とは | 思われない
Xせず | 出すYな -> 人間とは | 思われない
Xせず | Yとは | 思われない
Xから | Yを -> 歓迎する -> 前に | 歓迎したいのである
Xから | Yする -> 前に | 歓迎したいのである
Xから | Yに | 歓迎したいのである
Xから | Yを | 歓迎したいのである
Xを | Yした -> 後なら -> 歓迎しそうであるが | 了見らしい
Xを | Yなら -> 歓迎しそうであるが | 了見らしい
Xを | Yの -> ものは -> 歓迎しそうであるが | 了見らしい
Xを | Yは -> 歓迎しそうであるが | 了見らしい
Xを | YしYであるが | 了見らしい
Xを | Yが -> 差し支える -> 間は | 了見らしい
Xを | Yに -> 差し支える -> 間は | 了見らしい
Xを | Yは | 了見らしい
Xを | Yは | 了見らしい
Xを | YYに -> 任せておく | 了見らしい
Xは | 第YYを -> 取り上げたが | 云った
Xは | Y -> 活版だと | 云った
Xは | Yも -> 活版だと | 云った
Xは | Yだと | 云った
X | Yの -> 候に -> 候陳れば -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | Yに -> 候陳れば -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YYYY御Yの -> 段奉賀上 -> 候陳れば -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YYY -> 候陳れば -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YYれば -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YYも -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | 御Yの -> 通り -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | Y -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YY -> 二三野心家の -> 為 -> 妨げられ -> 達し -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | YYYYの -> 為 -> 妨げられ -> 達し -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | Y -> 妨げられ -> 達し -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
X | Yに -> 妨げられ -> 達し -> 起因すと -> あり -> 臥薪甞胆 -> 苦辛の -> 結果 -> 得るの -> 途を -> 講じ | 候敬具
